Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-07-26,1179,30,Other,20.12,5.26,9.14,6,16,4,71,4.609175417975796,2,3,9
2024-06-20,1972,21,Other,21.78,6.38,8.6,7,20,278,138,11.136180121381557,9,2,2
2024-10-27,6959,27,Other,20.38,3.03,6.64,10,42,133,75,7.932410158059761,10,2,2
2024-04-05,6466,28,Female,20.55,2.25,5.7,6,42,93,179,11.495349609230434,2,1,5
2024-02-15,6260,23,Female,20.53,3.31,6.78,2,47,98,26,10.825979736679166,1,10,2
2024-11-19,8909,58,Female,23.9,4.68,4.78,5,21,239,56,11.592607981980851,9,2,2
2024-01-02,1749,53,Male,20.05,3.46,7.41,3,9,105,21,5.071234806200363,1,5,3
2024-10-08,6239,48,Other,20.18,4.57,8.39,2,87,243,38,5.7578069099032065,1,8,8
2024-03-31,4609,29,Other,20.23,4.2,7.97,5,16,96,81,4.962845840670288,5,4,2
2024-09-02,8820,57,Female,23.08,6.62,7.54,9,41,298,127,5.540704373915142,8,3,9
2024-11-12,8035,22,Male,22.12,5.93,7.82,5,33,8,37,8.464216312816248,10,3,7
2024-05-19,4850,51,Other,20.15,4.36,8.21,9,76,232,63,5.198502927518281,4,4,9
2024-01-04,5179,22,Female,23.72,5.85,6.14,9,25,99,144,8.345765925988182,5,10,2
2024-05-03,2974,31,Other,22.07,6.03,7.97,5,85,139,7,6.6455074186738505,3,7,9
2024-01-10,5321,28,Other,22.33,4.12,5.78,5,86,43,87,5.854419154390708,1,2,6
2024-10-20,1220,28,Female,20.98,4.13,7.14,3,23,293,2,4.707237551257011,8,6,2
2024-04-24,7869,21,Other,21.35,2.02,4.67,8,26,36,0,6.017115989493915,3,2,7
2024-10-12,3291,32,Male,23.9,7.47,7.57,3,25,219,125,8.470609199458703,1,5,4
2024-04-19,1411,24,Female,20.63,3.5,6.86,9,55,166,126,11.953232604901352,6,4,3
2024-01-24,7451,20,Other,22.87,5.01,6.14,10,34,286,75,8.856508027287447,2,8,4
2024-11-02,4516,36,Male,23.17,8.12,8.96,4,44,107,13,9.733661372534698,5,9,6
2024-04-02,3375,36,Female,21.48,2.07,4.59,3,82,268,48,11.630027292430896,9,7,5
2024-07-18,1328,33,Male,20.17,1.58,5.42,3,81,170,100,9.947392229218032,3,9,2
2024-08-26,6755,48,Male,20.78,3.44,6.65,7,29,97,155,5.166846943955125,2,9,1
2024-01-25,1644,38,Female,22.97,8.32,9.35,4,10,101,24,8.747660912758313,4,4,5
2024-09-14,8531,44,Other,23.43,7.27,7.84,6,35,64,55,4.930667338643012,7,2,5
2024-10-05,1333,18,Other,23.02,5.65,6.63,4,5,276,102,6.598727945251827,6,9,10
2024-11-26,7025,42,Other,21.77,6.2,8.44,4,39,211,134,10.11463185530064,7,5,10
2024-12-12,2048,57,Other,22.48,4.49,6.01,7,28,237,90,10.936380850884891,9,6,6
2024-01-06,6786,36,Female,21.8,2.55,4.75,7,80,106,135,11.105000323568149,3,2,2
2024-06-28,5056,54,Male,21.48,5.04,7.55,7,26,201,93,4.838925270536507,7,7,2
2024-01-14,7088,45,Female,22.73,7.45,8.72,2,43,229,85,8.743652737860083,9,5,9
2024-04-15,5921,19,Female,20.7,2.07,5.37,5,70,251,78,4.321459278770426,7,5,7
2024-09-02,8540,45,Female,20.02,3.51,7.49,2,45,159,124,6.360485367983126,3,6,9
2024-09-22,4624,54,Female,22.83,4.42,5.59,6,26,287,114,8.083675067939987,10,6,10
2024-11-27,5503,46,Female,21.0,2.73,5.73,6,11,218,66,7.014531396118418,2,2,5
2024-01-01,3302,50,Female,22.03,5.86,7.83,6,87,176,99,6.354714642690735,10,1,3
2024-05-04,1521,19,Other,21.65,6.17,8.52,8,8,4,6,4.05928131502256,8,9,9
2024-01-10,9957,57,Male,22.6,7.06,8.46,8,32,34,101,8.88678805338759,1,2,5
2024-01-17,1431,53,Male,20.77,3.49,6.72,2,64,254,15,10.306693308151758,4,6,3
2024-04-23,6151,40,Male,22.45,6.37,7.92,8,65,117,34,5.845586490337514,10,8,5
2024-02-13,1197,42,Female,22.97,6.38,7.41,5,81,199,51,5.715269642261785,3,4,4
2024-12-23,1345,45,Female,21.67,4.98,7.32,8,86,107,41,4.831550205391046,4,5,8
2024-04-24,8109,33,Female,22.13,5.39,7.25,5,20,180,69,6.998261714086791,9,3,6
2024-04-25,9662,57,Female,21.18,1.82,4.64,7,89,175,134,11.086688369691025,3,4,9
2024-08-18,6782,18,Female,22.53,4.41,5.87,4,13,164,159,11.437839837635428,1,7,6
2024-01-14,3126,18,Other,20.95,3.98,7.03,3,63,273,49,4.639364840712354,7,8,10
2024-04-18,3090,55,Other,22.5,6.81,8.31,9,66,79,171,9.508548649204393,2,3,8
2024-11-23,5943,19,Male,23.9,8.71,8.81,10,58,242,23,4.415336280964846,10,6,1
2024-07-02,3400,47,Female,22.25,4.62,6.37,2,0,93,97,5.197253072352887,2,6,8
2024-09-20,8315,46,Other,20.42,1.21,4.79,4,21,103,153,5.519721557522229,5,3,8
2024-10-06,6656,27,Female,21.73,3.99,6.26,10,82,81,22,6.496278064986672,9,1,2
2024-07-29,6677,57,Other,20.33,4.16,7.83,6,54,14,10,6.008707743397723,8,10,3
2024-06-13,8352,41,Other,23.0,4.37,5.37,6,24,36,85,4.341985552743114,7,10,3
2024-08-25,1880,53,Female,23.07,5.95,6.89,5,81,0,138,9.140801456497298,8,3,6
2024-10-24,7513,58,Female,20.32,2.19,5.87,8,77,97,105,6.944905939067505,2,1,10
2024-12-31,7901,28,Female,23.3,5.99,6.69,2,67,148,4,6.596710633199871,10,7,8
2024-10-13,7839,42,Male,21.6,2.3,4.7,10,33,171,106,11.393376390522626,3,9,7
2024-08-25,9091,59,Other,20.9,4.92,8.02,4,55,91,161,4.0840542738413665,8,5,7
2024-01-03,3783,40,Male,22.2,5.37,7.17,7,49,148,106,5.329771861680237,2,7,9
2024-10-18,1978,39,Male,20.7,3.69,6.99,6,27,159,76,4.858914363127002,6,5,3
2024-03-08,3125,35,Other,22.02,3.51,5.49,7,47,253,64,8.014917461158861,1,3,4
2024-11-12,3031,19,Other,22.3,3.52,5.22,2,60,93,149,9.663725667147041,5,3,7
2024-08-18,9859,18,Female,20.73,4.91,8.18,7,80,105,50,9.22161960736818,2,8,8
2024-09-10,3540,42,Other,20.55,4.02,7.47,4,85,224,173,7.808499932152777,1,5,4
2024-10-04,4482,44,Male,20.57,5.99,9.42,2,9,110,27,8.819482273272566,9,1,3
2024-01-08,5836,58,Male,20.3,1.88,5.58,4,6,115,106,7.194583008465246,10,1,7
2024-09-26,4032,45,Female,21.63,5.88,8.24,8,3,264,99,7.9561363497549635,10,2,1
2024-08-02,1420,37,Other,22.42,4.59,6.17,4,64,235,76,8.859990216954202,6,5,4
2024-06-10,2013,29,Female,21.58,4.79,7.21,10,39,103,148,11.483992357277351,9,10,4
2024-01-16,7349,51,Male,23.12,8.02,8.9,3,9,55,42,7.585507007378826,2,1,1
2024-05-08,2298,18,Male,23.38,6.35,6.97,1,27,106,44,11.49934478921331,8,2,7
2024-03-18,3365,32,Other,23.32,4.96,5.65,7,0,13,22,11.642889862439134,7,2,6
2024-04-28,2773,51,Female,22.73,7.56,8.83,9,63,257,5,5.455314349912857,2,1,10
2024-11-27,3600,52,Other,21.47,4.54,7.08,8,76,89,149,7.517905375454004,7,5,4
2024-09-13,3421,57,Other,21.85,5.51,7.66,3,20,38,43,5.162361094246837,9,7,4
2024-01-22,5252,21,Other,20.07,1.49,5.42,9,31,96,108,10.161817023396022,9,7,2
2024-01-11,1954,48,Male,21.82,4.31,6.49,2,77,67,43,9.192501375730295,3,3,3
2024-07-29,5270,37,Male,22.1,3.8,5.7,9,70,21,56,8.655027990679514,9,10,6
2024-09-04,2919,29,Male,20.23,1.59,5.35,2,72,14,98,7.232410383875855,7,9,3
2024-10-31,5879,49,Male,21.6,2.21,4.61,8,46,291,117,11.201208008715614,7,10,1
2024-08-05,8886,45,Other,22.83,4.09,5.25,4,55,98,103,9.657620974576485,8,8,9
2024-01-04,2611,41,Male,21.5,4.86,7.36,4,41,47,17,11.094983243337953,5,3,9
2024-05-31,9851,43,Male,22.45,5.2,6.75,7,82,53,85,8.853179118174625,1,7,3
2024-02-09,9420,22,Male,22.1,2.71,4.61,1,74,51,100,9.568125954509625,9,10,4
2024-02-23,5612,41,Female,22.68,6.49,7.81,3,23,117,11,5.716864890909318,3,4,9
2024-04-26,6703,46,Male,22.97,4.75,5.79,2,11,81,99,7.390648719858104,3,5,3
2024-06-03,2996,55,Other,20.3,5.74,9.44,3,68,198,84,5.814134946842669,1,9,3
2024-03-28,8469,32,Other,23.58,8.63,9.05,6,38,263,175,9.69648358366468,1,5,9
2024-10-17,3495,54,Female,20.68,1.53,4.85,8,83,240,113,11.94997474561976,5,10,6
2024-09-19,1546,44,Female,20.38,4.05,7.67,6,1,24,37,9.0582696051301,10,7,1
2024-07-14,8019,57,Male,21.83,5.95,8.12,8,35,276,26,7.444152419391295,5,5,3
2024-11-10,5003,27,Female,23.88,9.35,9.47,9,36,185,31,11.21556807957765,5,1,9
2024-04-18,7026,54,Female,23.28,7.33,8.05,10,46,230,125,9.824205881428396,6,9,8
2024-08-05,9939,36,Other,23.58,5.62,6.03,7,62,76,54,4.441514430129755,1,1,6
2024-11-17,7257,49,Male,21.3,2.36,5.06,7,20,214,143,11.377385114521827,4,10,10
2024-03-26,5456,53,Female,23.8,9.21,9.41,4,39,282,136,7.8596018846313855,8,1,9
2024-12-29,5053,42,Male,21.73,2.69,4.96,2,35,211,96,5.2008310586900155,2,6,3
2024-06-08,3857,26,Female,23.43,5.9,6.46,2,85,157,163,10.303261309955573,2,10,7
2024-06-03,2328,46,Male,21.92,3.22,5.31,2,77,229,78,10.021716446098669,4,8,9
2024-01-15,6893,29,Other,22.45,6.52,8.07,10,34,147,128,4.762260100675695,6,10,6
2024-10-11,5932,25,Male,22.42,7.09,8.67,4,41,183,8,5.903542768874765,9,6,6
2024-02-14,7549,34,Other,20.08,2.92,6.83,1,31,228,120,8.945080093826222,4,3,9
2024-06-27,2352,53,Female,20.05,1.9,5.85,2,78,88,153,7.6454164911295015,9,1,8
2024-11-07,8980,30,Female,21.27,4.05,6.78,1,89,99,92,9.209744873311774,9,10,9
2024-09-06,5534,49,Female,22.22,3.42,5.2,9,15,136,67,5.429527601322235,7,9,2
2024-04-29,3837,22,Male,20.15,3.93,7.78,7,3,57,117,6.775980813346834,10,1,5
2024-08-16,7503,18,Male,21.78,2.51,4.73,10,46,278,90,10.207879597287576,1,8,3
2024-01-31,9316,46,Other,22.55,7.42,8.87,5,70,169,145,4.28407228297376,6,3,10
2024-09-29,8100,37,Male,21.1,2.43,5.33,7,43,221,165,10.607413519474509,2,10,9
2024-12-11,2455,34,Male,22.88,7.83,8.94,9,32,281,41,10.94516122462311,7,8,10
2024-10-30,2775,50,Other,22.47,3.24,4.78,3,27,265,105,5.656685752077481,4,1,6
2024-12-03,3435,22,Male,23.83,7.28,7.45,3,34,115,44,5.992338285164341,8,4,2
2024-06-14,9343,37,Female,21.88,3.83,5.95,1,80,272,57,8.513441945361079,2,3,9
2024-07-09,5199,36,Male,23.05,7.39,8.34,5,62,216,127,11.825428489918576,9,3,5
2024-05-30,8740,47,Female,23.28,8.3,9.01,1,44,58,162,10.395632949497346,2,8,7
2024-11-02,3112,32,Female,23.58,9.02,9.43,5,62,170,1,9.351193361959758,7,1,9
2024-10-17,3206,45,Other,23.02,4.84,5.82,3,58,204,144,4.766498781165164,4,6,3
2024-11-05,1843,35,Other,21.75,6.15,8.4,5,53,47,34,5.445487621586402,8,8,8
2024-07-22,5676,33,Male,21.53,5.66,8.13,9,71,26,98,10.481583619210895,4,10,7
2024-09-21,9565,52,Other,22.45,6.67,8.22,5,32,223,137,10.15560316558488,3,4,10
2024-12-21,2631,36,Other,21.35,3.89,6.54,4,48,198,149,8.897144189611794,4,3,8
2024-05-25,9969,58,Other,22.92,3.74,4.82,1,26,5,23,8.52782171861532,10,3,6
2024-11-29,9675,59,Other,23.92,4.86,4.95,5,78,221,165,5.743863370444706,9,7,8
2024-12-26,3383,54,Female,20.33,2.72,6.39,4,70,247,104,8.205350728505735,2,5,6
2024-04-28,5981,21,Other,22.0,7.04,9.04,2,65,54,116,9.120124350348203,3,9,9
2024-04-07,3434,58,Male,23.3,8.52,9.22,4,46,90,43,11.547671738112896,9,2,5
2024-06-19,8608,41,Male,22.42,3.06,4.64,9,66,90,13,8.040575292363908,7,9,4
2024-02-26,3561,19,Male,22.37,6.11,7.74,9,51,202,117,7.714084907396339,3,2,4
2024-04-30,2127,30,Male,22.28,5.01,6.72,7,25,205,100,4.31915724577629,8,5,10
2024-08-10,7343,56,Other,22.3,6.53,8.23,5,22,53,163,11.609082474786382,6,6,6
2024-03-05,6359,40,Female,20.33,4.42,8.08,2,89,33,80,11.180436040874675,8,4,2
2024-11-20,7111,46,Other,22.57,5.17,6.6,4,52,145,165,7.849213766821451,7,3,5
2024-05-21,1046,48,Male,22.67,7.01,8.34,7,48,141,156,11.679017887151227,7,3,3
2024-05-21,1903,30,Male,20.42,5.88,9.46,9,82,242,111,8.577166470005583,5,5,4
2024-07-04,3076,41,Male,22.4,6.93,8.53,5,16,91,159,6.379925106884287,2,6,10
2024-04-30,9402,25,Female,20.45,0.95,4.5,4,0,78,133,8.472003590770255,4,5,8
2024-07-08,8157,39,Male,23.72,7.74,8.02,10,33,270,50,11.427597033900756,4,5,1
2024-02-19,9430,46,Female,23.22,8.4,9.18,1,70,99,177,5.631739494055478,5,6,3
2024-06-03,9733,49,Other,21.33,5.45,8.12,9,55,229,158,6.924501122223743,6,8,6
2024-09-02,1145,46,Male,22.18,2.88,4.69,7,15,127,11,9.443128193394426,4,10,1
2024-10-10,7975,48,Other,23.75,6.49,6.74,8,54,111,158,8.900473965362234,7,1,5
2024-05-20,8057,35,Other,22.82,7.52,8.71,4,86,163,112,10.440381247028583,4,1,7
2024-08-19,2348,49,Male,21.52,2.57,5.05,9,21,263,36,4.558718861583766,8,6,1
2024-04-12,5719,50,Male,23.78,4.47,4.69,10,85,240,53,6.311915564876351,6,9,5
2024-12-31,4152,48,Male,20.97,3.18,6.22,2,87,288,117,6.485785080293703,10,9,4
2024-07-31,3506,51,Other,21.93,2.89,4.95,3,5,259,100,9.433373061658049,7,1,6
2024-06-12,9709,56,Female,21.68,5.1,7.41,9,50,274,95,8.06039393751587,9,7,8
2024-06-01,5957,23,Female,23.53,4.34,4.8,6,77,119,24,10.894153073641014,5,2,7
2024-07-09,2957,34,Other,20.08,4.18,8.09,4,7,92,72,6.237674620808109,8,8,2
2024-10-02,9480,31,Female,22.6,7.14,8.54,4,5,160,127,5.3064771339181425,4,4,6
2024-07-18,9526,39,Other,21.45,3.29,5.84,2,11,210,56,7.150468131640679,10,7,2
2024-03-17,4550,18,Male,22.77,5.59,6.82,7,77,166,178,11.708580000964272,9,10,4
2024-07-31,8221,22,Other,23.02,5.84,6.82,10,68,203,120,8.853283487909128,5,3,3
2024-07-06,8504,47,Male,21.47,4.32,6.85,9,72,39,49,10.73207224644179,6,2,3
2024-02-18,3227,39,Male,21.77,6.98,9.21,1,6,118,30,8.61996437085094,7,3,9
2024-10-15,1606,41,Female,21.75,3.3,5.55,4,47,100,60,10.920853583503433,1,7,1
2024-01-06,3026,27,Male,22.3,5.77,7.47,1,45,234,167,5.695553954498182,2,4,3
2024-12-21,2475,57,Other,22.3,5.05,6.75,3,52,99,163,9.843415620251175,9,5,5
2024-08-02,8467,23,Male,20.33,4.15,7.82,5,23,114,91,10.0566526859147,6,2,9
2024-02-06,1464,32,Male,21.67,3.85,6.18,6,14,20,51,5.967977067092866,2,7,6
2024-01-07,2673,18,Other,23.95,9.17,9.22,2,64,184,177,5.0897597166644095,1,10,1
2024-02-24,1771,32,Male,20.97,3.99,7.02,6,77,34,124,7.006852674843603,6,9,3
2024-12-01,6056,40,Male,23.03,7.96,8.92,4,1,175,39,8.030488196670353,4,5,4
2024-10-22,5046,54,Male,23.3,7.38,8.08,6,72,60,140,4.704161047243519,10,2,7
2024-11-23,4520,48,Other,20.73,2.48,5.74,1,66,32,64,7.172304424276642,9,1,3
2024-05-08,9874,22,Other,21.38,3.07,5.68,7,15,120,110,10.97128950065607,6,8,4
2024-06-03,9492,20,Female,22.2,5.98,7.78,5,43,101,8,4.452917403908278,8,4,6
2024-07-11,1999,55,Other,22.33,5.35,7.01,9,54,1,47,11.32866195946288,9,10,1
2024-08-23,8384,52,Other,23.98,5.25,5.26,9,60,187,137,6.741368943369875,3,8,10
2024-06-06,1744,50,Male,20.63,4.52,7.89,4,52,280,101,11.628447458542356,4,10,3
2024-09-14,4843,32,Female,20.28,3.28,7.0,3,79,160,33,7.262359218123553,2,4,4
2024-06-19,5705,34,Other,21.05,2.47,5.42,6,68,125,129,8.687856112188925,6,4,7
2024-06-30,8097,31,Female,22.47,5.64,7.17,6,23,293,133,6.909842275676492,10,4,10
2024-01-22,7304,40,Female,21.88,4.0,6.11,3,67,84,55,9.10811440675834,6,8,3
2024-12-04,5629,57,Male,23.67,7.29,7.62,5,54,120,78,10.155415352377076,3,4,10
2024-10-05,1375,36,Female,23.12,6.52,7.4,4,71,104,161,8.496823986470154,2,5,6
2024-11-24,6386,29,Other,22.97,5.75,6.78,10,50,288,25,5.757710031144604,2,10,2
2024-12-25,5648,29,Other,20.52,4.33,7.82,2,48,30,91,4.9333285028121585,7,4,10
2024-04-20,4965,47,Male,23.67,8.39,8.73,5,5,271,87,6.75233240411095,3,5,1
2024-03-09,4784,38,Other,21.4,2.52,5.12,5,76,90,32,9.521894028040236,1,5,2
2024-03-19,7699,19,Other,23.75,9.14,9.39,3,2,118,160,4.542716131618889,5,4,3
2024-10-01,1736,35,Other,21.5,5.16,7.66,6,51,9,116,9.187268273374869,10,5,2
2024-01-12,9577,34,Other,22.02,6.17,8.15,9,11,192,94,5.201702473334784,9,8,6
2024-11-03,2993,52,Other,21.27,3.07,5.8,8,9,50,111,4.641538312317515,1,1,1
2024-06-25,6861,24,Male,21.78,2.61,4.82,10,30,24,64,7.15042195354001,3,7,1
2024-08-22,1086,34,Female,20.33,4.18,7.85,4,31,263,35,11.715935138783513,2,5,7
2024-01-09,7183,43,Other,21.2,6.24,9.04,3,14,44,20,8.18450560744201,6,8,8
2024-11-18,2198,39,Other,21.73,2.72,4.99,10,65,129,149,10.976613265727908,9,10,1
2024-08-30,3415,35,Other,22.02,5.91,7.89,4,49,142,145,9.757028756831488,8,4,10
2024-04-30,1336,43,Female,23.1,6.3,7.2,9,43,40,53,6.953661228784828,9,10,5
2024-06-21,5006,37,Male,22.23,7.11,8.87,7,28,275,169,9.879382768927002,8,3,9
2024-02-22,6729,25,Female,23.73,7.78,8.04,9,77,227,69,10.230599708023282,1,9,8
2024-02-29,2254,35,Female,23.63,5.45,5.82,4,1,232,163,5.006601922433743,8,3,6
2024-12-02,2650,25,Female,21.25,3.64,6.39,4,59,7,34,10.575051869071915,8,4,9
2024-06-03,1658,43,Female,22.5,7.91,9.41,2,43,148,28,9.024679385971364,6,7,4
2024-09-07,3903,31,Male,22.88,6.98,8.1,5,54,179,38,11.579353013736645,8,10,4
2024-06-28,6419,50,Male,20.3,1.43,5.13,4,43,110,6,6.509616480108349,5,2,6
2024-03-17,7701,55,Other,20.77,3.98,7.21,1,63,54,106,10.44171576413413,1,5,6
2024-06-30,9372,54,Male,22.67,7.91,9.25,2,41,182,165,4.463217993359249,6,2,10
2024-05-19,6363,47,Other,21.3,5.27,7.97,10,0,70,118,11.820563524412803,5,4,4
2024-03-26,1777,40,Male,20.78,1.51,4.72,9,29,56,160,6.594681103985107,4,7,10
2024-03-10,5114,32,Male,23.35,8.37,9.02,6,69,261,75,8.982361224717913,4,7,6
2024-09-11,3418,54,Female,21.77,2.73,4.96,7,53,60,107,6.376425444215313,5,7,3
2024-08-26,8113,45,Other,23.57,6.33,6.77,1,66,154,166,10.53595390873592,3,6,4
2024-03-09,3241,58,Female,20.32,5.74,9.43,4,71,90,69,4.735704661133704,5,4,7
2024-06-29,1360,57,Female,22.98,5.21,6.23,3,34,293,109,11.645691771341962,5,8,1
2024-03-13,4330,55,Female,21.5,3.54,6.04,6,77,215,99,9.791523981215416,1,5,8
2024-10-30,9293,42,Other,22.55,3.8,5.25,9,28,33,58,4.155042159943838,4,10,6
2024-11-07,5101,53,Female,21.6,5.44,7.84,4,51,119,76,5.281938241409773,3,2,10
2024-12-18,4651,43,Male,20.17,3.44,7.27,6,52,274,117,5.239416273073403,7,5,3
2024-03-06,5271,19,Male,21.25,5.43,8.18,9,50,126,150,10.542177503112244,6,2,10
2024-06-29,4788,39,Other,23.28,6.65,7.37,3,32,237,80,7.913030378492116,2,2,10
2024-05-05,1532,22,Other,23.52,7.34,7.82,3,69,82,167,7.104724897603264,7,3,7
2024-06-17,6143,35,Other,21.42,6.42,9.0,7,73,75,117,8.376421447244782,3,6,6
2024-05-30,7494,50,Female,22.17,6.85,8.68,1,31,85,35,11.637455870228905,9,2,1
2024-08-18,5527,54,Male,20.82,4.99,8.18,5,37,142,36,11.984258201756724,1,8,1
2024-10-11,5766,55,Other,20.97,6.22,9.25,4,57,95,25,4.130945039700451,7,2,1
2024-04-22,8484,21,Male,21.68,2.39,4.7,7,41,184,177,11.663807037108457,9,6,1
2024-06-30,8940,21,Female,22.82,7.87,9.06,10,26,259,127,6.58958425613773,6,10,3
2024-10-01,4187,47,Other,20.5,1.42,4.92,9,76,148,109,6.997416905556892,9,2,4
2024-08-17,9571,39,Female,20.35,5.31,8.96,2,44,199,68,9.491911257580249,3,6,5
2024-01-12,7764,46,Female,20.47,1.12,4.65,3,7,271,42,7.212764899140014,8,9,8
2024-11-05,7233,22,Male,21.02,3.03,6.01,1,64,285,46,6.501661905515459,5,10,9
2024-08-09,5668,33,Male,21.73,5.0,7.27,5,89,233,144,6.681496811718675,3,9,2
2024-11-22,9046,48,Other,23.3,8.21,8.91,9,56,248,160,6.138398434479523,3,1,6
2024-06-12,1223,49,Female,23.87,5.7,5.84,10,43,288,171,11.678101130064341,3,3,6
2024-02-20,9648,37,Other,22.15,2.9,4.75,1,62,144,144,11.3893550587036,9,1,10
2024-02-23,9324,35,Female,22.28,4.86,6.57,7,45,89,155,6.7344424207203994,9,7,10
2024-03-22,7944,42,Female,21.83,3.86,6.03,3,2,115,90,10.428410337694064,1,4,1
2024-01-28,9403,51,Other,21.02,5.58,8.57,1,83,283,27,4.840669953538782,1,5,5
2024-10-27,1420,35,Female,20.78,4.79,8.01,6,86,218,130,5.570328090461849,2,9,1
2024-02-09,9527,29,Other,21.83,4.96,7.13,4,80,210,131,7.194430195150813,4,1,9
2024-09-02,7120,56,Male,22.9,6.95,8.05,6,31,280,38,7.866432465649922,4,5,2
2024-11-02,8569,37,Other,20.63,1.83,5.2,3,15,1,124,6.733778451194554,3,8,5
2024-11-06,4287,42,Other,23.4,8.45,9.05,4,62,126,159,10.998423244176287,4,1,7
2024-11-05,6883,38,Other,20.07,2.82,6.75,7,51,207,144,7.006821086559299,10,5,8
2024-08-07,5397,25,Male,20.28,2.87,6.58,10,85,76,149,9.469173855738212,5,2,8
2024-07-11,9220,18,Male,20.33,1.46,5.13,2,51,114,87,9.00259219875656,2,6,7
2024-03-19,7666,33,Male,21.43,2.18,4.74,3,20,42,88,8.300041643006303,5,8,7
2024-11-16,8330,43,Male,21.73,3.6,5.87,4,40,106,168,4.366715797274079,1,9,2
2024-09-05,5811,25,Male,20.15,1.35,5.2,3,51,291,76,4.380821346093007,8,2,2
2024-11-21,8230,56,Female,23.65,6.97,7.32,10,42,132,177,11.532815515045051,4,5,7
2024-01-03,2112,27,Other,20.52,3.25,6.74,5,42,210,139,9.68180109335416,6,6,4
2024-02-16,2896,39,Male,20.92,6.19,9.28,7,58,234,69,9.946779862460078,1,10,5
2024-01-04,5582,32,Female,20.9,2.35,5.45,8,15,254,23,8.43631883537914,7,6,1
2024-11-20,7861,48,Male,23.88,7.16,7.28,2,75,231,79,5.078730025547985,6,4,6
2024-10-17,6736,20,Male,22.22,6.87,8.65,7,88,66,132,9.90496007296245,10,9,9
2024-04-11,3084,21,Male,21.78,2.76,4.98,7,48,255,135,8.826409501018468,9,6,8
2024-12-02,3997,30,Male,20.83,4.92,8.09,2,70,251,143,10.832023743778038,7,9,4
2024-07-17,2568,51,Other,23.33,5.43,6.1,1,28,273,47,9.524040739897805,10,2,9
2024-02-12,9538,48,Male,23.65,7.64,7.99,9,37,251,56,10.917519899849651,10,6,4
2024-11-02,3351,55,Other,23.77,8.72,8.96,8,1,188,39,5.041610121034822,8,5,4
2024-02-26,7155,27,Other,21.47,4.17,6.7,3,12,97,45,8.650690130369867,8,4,1
2024-12-11,9578,20,Male,22.28,5.49,7.21,4,60,48,43,10.022470331113734,8,9,1
2024-10-28,7759,18,Male,20.85,5.55,8.7,10,8,161,147,5.318265326041919,1,1,2
2024-05-15,1913,47,Male,21.27,3.16,5.89,6,9,208,8,9.31952153707672,4,3,2
2024-01-02,5012,44,Other,20.98,2.1,5.11,10,33,190,155,6.712583944942561,6,4,4
2024-04-22,8695,23,Male,20.95,4.73,7.78,1,3,175,97,8.78349679310223,3,5,10
2024-11-01,3941,20,Male,22.7,4.68,5.98,9,34,234,64,6.291658782050487,8,2,2
2024-10-07,4068,53,Male,21.13,6.24,9.11,6,65,172,179,4.952303448655868,9,7,10
2024-03-04,2085,22,Male,20.37,2.24,5.87,2,1,227,17,4.239616858909314,2,4,1
2024-06-09,9480,49,Female,21.87,4.94,7.07,2,33,283,162,8.059053332794615,6,9,5
2024-10-07,8504,32,Male,22.97,6.2,7.23,3,32,80,121,7.6695643221244545,9,6,5
2024-06-01,3456,30,Male,23.52,6.85,7.34,8,61,27,115,5.120265412283786,6,1,2
2024-12-29,2156,37,Female,22.78,3.98,5.19,6,25,237,41,4.717519169296772,2,7,7
2024-11-01,7485,38,Female,20.65,3.55,6.9,6,24,284,66,5.8347981915289076,8,9,1
2024-04-18,5697,22,Male,22.63,4.87,6.24,1,58,79,58,7.328146627297762,10,8,3
2024-05-02,4834,37,Female,22.9,6.78,7.88,7,48,19,28,7.592032476860069,7,1,8
2024-03-20,3173,46,Female,22.42,6.19,7.77,6,66,51,144,11.33146027112518,10,8,2
2024-02-20,4611,36,Female,23.55,5.03,5.48,7,26,50,83,7.328490345525659,3,1,8
2024-04-23,4341,24,Female,23.9,6.59,6.69,9,71,68,31,7.902618462809708,10,10,9
2024-07-22,3633,41,Male,21.3,4.56,7.26,2,9,102,133,10.293236078875744,8,4,2
2024-12-16,4875,25,Female,22.27,7.59,9.32,8,77,205,42,9.719786140627406,1,1,4
2024-12-19,4639,28,Other,21.13,6.27,9.13,4,45,219,117,9.274521312890288,4,9,8
2024-05-31,9079,39,Other,20.0,3.47,7.47,4,18,260,14,6.649358722601882,3,7,3
2024-10-29,2045,33,Other,20.68,5.0,8.32,2,73,129,125,6.667099678135609,3,9,5
2024-01-28,3896,19,Other,22.92,4.81,5.89,7,81,13,31,5.641254517004874,6,4,4
2024-04-11,6490,48,Other,21.97,6.55,8.59,3,16,3,171,11.797414320956234,1,7,5
2024-08-16,7585,32,Male,23.13,5.21,6.08,2,12,247,4,11.052575887547667,5,10,5
2024-08-12,3250,58,Other,21.53,6.58,9.04,4,35,32,28,7.983751910675878,8,10,7
2024-06-28,1370,43,Female,20.62,3.81,7.2,7,89,17,177,9.66830485928713,7,1,3
2024-06-03,1272,49,Other,23.48,5.11,5.63,2,81,85,179,9.003118509897874,1,1,10
